order_id,order_date,customer_id,customer_segment,category,product_name,region,channel,payment_method,unit_price,quantity,discount_pct,revenue,shipping_status,rating,return_flag,month,quarter,year,profit
ORD101234,2023-02-27,CUST9847,New,Beauty,Beauty Product 36,West,Mobile App,UPI,1585.87,2,0,3171.74,Processing,2.8,0,2,1,2023,444.0436
ORD101235,2023-10-28,CUST8811,Returning,Automotive,Automotive Product 38,North,Mobile App,Credit Card,34510.03,1,15,29333.53,Cancelled,3.6,1,10,4,2023,7333.3825
ORD101236,2024-01-03,CUST5705,At-Risk,Toys,Toys Product 13,North,Website,Wallet,1558.72,3,10,4208.54,Shipped,3.8,0,1,1,2024,462.9394
ORD101237,2024-01-19,CUST9046,VIP,Home & Kitchen,Home & Kitchen Product 37,North,Social Media,Debit Card,5506.65,1,10,4955.98,Shipped,4.8,1,1,1,2024,1090.3156
ORD101238,2024-03-17,CUST9556,VIP,Electronics,Electronics Product 5,West,Mobile App,UPI,37590.93,5,20,150363.72,Processing,3.5,0,3,1,2024,18043.646399999998
ORD101239,2023-05-30,CUST2255,At-Risk,Beauty,Beauty Product 9,West,Social Media,UPI,2890.12,1,20,2312.1,Delivered,4.6,0,5,2,2023,554.904
ORD101240,2023-09-08,CUST3467,Returning,Beauty,Beauty Product 38,North,Marketplace,UPI,1464.66,3,20,3515.18,Cancelled,4.0,0,9,3,2023,808.4914
ORD101241,2024-06-27,CUST3879,Returning,Beauty,Beauty Product 23,North,Social Media,Debit Card,2750.79,3,0,8252.37,Cancelled,3.9,0,6,2,2024,1898.0451000000003
ORD101242,2024-02-26,CUST5734,New,Sports,Sports Product 26,West,Website,Net Banking,917.87,3,5,2615.93,Delivered,4.2,0,2,1,2024,287.7523
ORD101243,2024-08-02,CUST9215,Returning,Books,Books Product 23,West,Marketplace,Wallet,636.74,3,10,1719.2,Delivered,3.7,0,8,3,2024,361.032
ORD101244,2024-11-29,CUST1695,New,Sports,Sports Product 6,South,Marketplace,Wallet,2133.21,3,15,5439.69,Delivered,3.7,0,11,4,2024,1795.0977
ORD101245,2023-07-04,CUST6146,Returning,Electronics,Electronics Product 35,West,Website,UPI,11676.55,2,10,21017.79,Shipped,2.6,1,7,3,2023,4413.7359
ORD101246,2023-06-24,CUST7216,Returning,Sports,Sports Product 35,East,Social Media,Wallet,18174.24,1,0,18174.24,Returned,3.8,0,6,2,2023,5634.0144
ORD101247,2023-06-29,CUST8682,At-Risk,Toys,Toys Product 29,Central,Marketplace,Wallet,3189.2,1,15,2710.82,Shipped,3.6,0,6,2,2023,569.2722
ORD101248,2023-03-22,CUST1661,Returning,Electronics,Electronics Product 6,East,Marketplace,Wallet,46635.63,4,10,167888.27,Shipped,3.6,0,3,1,2023,38614.3021
ORD101249,2024-09-16,CUST9309,New,Sports,Sports Product 42,Central,Marketplace,Credit Card,7712.98,2,0,15425.96,Processing,4.3,0,9,3,2024,4165.0092
ORD101250,2024-01-27,CUST8121,VIP,Books,Books Product 8,South,Mobile App,Wallet,534.62,3,5,1523.67,Cancelled,4.5,0,1,1,2024,594.2313
ORD101251,2024-09-26,CUST8656,VIP,Home & Kitchen,Home & Kitchen Product 20,South,Marketplace,Debit Card,13528.71,1,0,13528.71,Shipped,4.2,0,9,3,2024,1758.7323
ORD101252,2024-11-30,CUST1430,New,Beauty,Beauty Product 34,North,Mobile App,Credit Card,2651.74,1,0,2651.74,Shipped,4.8,0,11,4,2024,291.6914
ORD101253,2023-09-04,CUST1723,Returning,Toys,Toys Product 28,West,Marketplace,Net Banking,403.44,1,0,403.44,Returned,4.5,0,9,3,2023,112.96320000000001
ORD101254,2024-05-24,CUST1800,Returning,Home & Kitchen,Home & Kitchen Product 3,Central,Social Media,Wallet,12723.08,2,5,24173.85,Returned,3.8,0,5,2,2024,9186.063
ORD101255,2024-08-20,CUST1045,New,Clothing,Clothing Product 4,North,Website,Net Banking,804.49,1,5,764.27,Returned,3.6,0,8,3,2024,305.708
ORD101256,2023-05-27,CUST5280,New,Toys,Toys Product 42,North,Social Media,UPI,2746.3,1,10,2471.67,Delivered,4.3,0,5,2,2023,617.9175
ORD101257,2023-08-26,CUST5024,New,Books,Books Product 24,North,Social Media,Net Banking,423.97,1,10,381.57,Cancelled,4.5,0,8,3,2023,91.57679999999999
ORD101258,2024-04-17,CUST7191,New,Toys,Toys Product 50,West,Marketplace,Wallet,3099.38,1,15,2634.47,Processing,5.0,0,4,2,2024,763.9962999999999
ORD101259,2024-10-15,CUST6658,At-Risk,Books,Books Product 3,North,Website,Debit Card,462.61,2,0,925.22,Cancelled,5.0,0,10,4,2024,249.8094
ORD101260,2023-09-18,CUST6594,Returning,Home & Kitchen,Home & Kitchen Product 1,Central,Marketplace,Debit Card,12636.21,1,0,12636.21,Processing,3.6,0,9,3,2023,3664.5008999999995
ORD101261,2024-04-15,CUST2453,VIP,Toys,Toys Product 46,West,Social Media,UPI,521.7,3,20,1252.08,Shipped,3.9,0,4,2,2024,450.74879999999996
ORD101262,2023-09-19,CUST6922,At-Risk,Sports,Sports Product 39,North,Mobile App,Wallet,5695.43,1,0,5695.43,Returned,4.5,0,9,3,2023,1822.5376
ORD101263,2024-11-13,CUST9452,At-Risk,Beauty,Beauty Product 12,North,Website,Net Banking,2960.59,1,25,2220.44,Cancelled,4.9,0,11,4,2024,555.11
ORD101264,2023-01-10,CUST5506,Returning,Automotive,Automotive Product 17,East,Social Media,Debit Card,6066.81,1,15,5156.79,Shipped,4.8,0,1,1,2023,1237.6296
ORD101265,2024-04-21,CUST9684,New,Home & Kitchen,Home & Kitchen Product 18,Central,Marketplace,Net Banking,9036.79,1,5,8584.95,Shipped,3.9,0,4,2,2024,2489.6355
ORD101266,2023-10-22,CUST3456,New,Books,Books Product 39,North,Social Media,Net Banking,675.36,1,25,506.52,Cancelled,3.0,0,10,4,2023,121.56479999999999
ORD101267,2024-11-24,CUST7638,New,Home & Kitchen,Home & Kitchen Product 46,South,Mobile App,Debit Card,8612.02,1,0,8612.02,Processing,3.2,0,11,4,2024,2066.8848
ORD101268,2024-07-13,CUST7188,New,Books,Books Product 41,North,Mobile App,Debit Card,583.42,2,0,1166.84,Processing,4.2,1,7,3,2024,116.684
ORD101269,2023-06-11,CUST3014,New,Home & Kitchen,Home & Kitchen Product 12,East,Social Media,Debit Card,13005.42,1,10,11704.88,Processing,4.3,1,6,2,2023,1755.7319999999997
ORD101270,2023-03-17,CUST4863,VIP,Sports,Sports Product 34,East,Website,Net Banking,2780.28,2,0,5560.56,Shipped,3.1,0,3,1,2023,1390.14
ORD101271,2024-03-28,CUST7766,New,Home & Kitchen,Home & Kitchen Product 29,East,Mobile App,Wallet,8893.88,3,20,21345.31,Processing,4.0,1,3,1,2024,7470.8585
ORD101272,2023-12-20,CUST3445,At-Risk,Toys,Toys Product 36,North,Social Media,Debit Card,2141.12,3,0,6423.36,Processing,4.5,0,12,4,2023,1156.2048
ORD101273,2024-08-24,CUST5414,New,Home & Kitchen,Home & Kitchen Product 32,East,Website,Credit Card,10839.19,1,5,10297.23,Cancelled,3.1,0,8,3,2024,2677.2798
ORD101274,2023-11-03,CUST9383,New,Home & Kitchen,Home & Kitchen Product 23,East,Mobile App,Debit Card,10613.12,1,10,9551.81,Shipped,4.9,1,11,4,2023,1910.362
ORD101275,2024-10-16,CUST4733,New,Beauty,Beauty Product 41,Central,Social Media,Net Banking,1621.35,1,10,1459.22,Delivered,3.7,0,10,4,2024,189.6986
ORD101276,2024-03-10,CUST6269,At-Risk,Clothing,Clothing Product 30,West,Website,UPI,2897.84,1,0,2897.84,Shipped,5.0,0,3,1,2024,1130.1576
ORD101277,2024-12-07,CUST7054,Returning,Clothing,Clothing Product 4,West,Website,Debit Card,4842.94,5,0,24214.7,Cancelled,3.6,0,12,4,2024,8717.292
ORD101278,2023-09-14,CUST1802,Returning,Home & Kitchen,Home & Kitchen Product 41,East,Social Media,UPI,2305.12,1,15,1959.35,Delivered,3.2,0,9,3,2023,235.12199999999999
ORD101279,2024-04-12,CUST6999,Returning,Beauty,Beauty Product 15,South,Website,Credit Card,2700.9,1,0,2700.9,Delivered,3.6,0,4,2,2024,864.288
ORD101280,2023-11-06,CUST6081,At-Risk,Home & Kitchen,Home & Kitchen Product 42,South,Website,Wallet,9703.12,2,15,16495.3,Delivered,3.9,0,11,4,2023,3299.06
ORD101281,2023-07-23,CUST3789,Returning,Electronics,Electronics Product 2,South,Website,Debit Card,12804.65,2,10,23048.37,Processing,3.7,0,7,3,2023,9219.348
ORD101282,2024-01-29,CUST7149,At-Risk,Beauty,Beauty Product 50,Central,Mobile App,Wallet,1940.48,2,15,3298.82,Processing,3.8,0,1,1,2024,626.7758
ORD101283,2024-05-09,CUST1686,At-Risk,Toys,Toys Product 10,East,Social Media,Wallet,2932.74,1,10,2639.47,Returned,4.3,0,5,2,2024,448.7099
ORD101284,2023-04-20,CUST1645,New,Toys,Toys Product 38,Central,Website,UPI,3758.82,1,0,3758.82,Returned,3.9,1,4,2,2023,1014.8814000000001
ORD101285,2023-08-31,CUST8696,At-Risk,Sports,Sports Product 13,West,Website,UPI,16190.09,2,10,29142.16,Cancelled,3.9,0,8,3,2023,10199.756
ORD101286,2024-01-26,CUST1868,New,Automotive,Automotive Product 2,East,Marketplace,Net Banking,31484.26,1,20,25187.41,Processing,2.6,0,1,1,2024,4029.9856
ORD101287,2024-08-08,CUST7663,VIP,Sports,Sports Product 8,East,Website,Wallet,4333.72,1,5,4117.03,Delivered,4.3,0,8,3,2024,1276.2793
ORD101288,2024-01-03,CUST4406,VIP,Home & Kitchen,Home & Kitchen Product 7,South,Website,Credit Card,1286.99,1,25,965.24,Processing,3.9,0,1,1,2024,115.8288
ORD101289,2024-08-11,CUST4938,New,Books,Books Product 47,South,Social Media,Debit Card,207.12,1,5,196.76,Delivered,5.0,0,8,3,2024,74.7688
ORD101290,2023-10-30,CUST7720,At-Risk,Clothing,Clothing Product 10,Central,Website,Debit Card,4423.52,1,0,4423.52,Shipped,3.2,0,10,4,2023,530.8224
ORD101291,2024-12-17,CUST8537,At-Risk,Home & Kitchen,Home & Kitchen Product 22,North,Website,Wallet,7941.39,1,0,7941.39,Cancelled,2.6,0,12,4,2024,2938.3143
ORD101292,2023-10-30,CUST6817,VIP,Home & Kitchen,Home & Kitchen Product 41,West,Mobile App,Credit Card,3933.93,2,25,5900.9,Cancelled,4.5,0,10,4,2023,1475.225
ORD101293,2023-01-23,CUST1278,At-Risk,Electronics,Electronics Product 1,North,Mobile App,Credit Card,8736.76,2,0,17473.52,Processing,4.3,1,1,1,2023,4018.9096000000004
ORD101294,2024-11-05,CUST9615,Returning,Sports,Sports Product 5,South,Social Media,Net Banking,883.27,3,20,2119.85,Processing,3.2,0,11,4,2024,826.7415
ORD101295,2024-02-10,CUST4027,New,Books,Books Product 42,South,Social Media,Net Banking,454.06,1,20,363.25,Shipped,2.8,0,2,1,2024,145.3
ORD101296,2023-10-09,CUST3060,New,Books,Books Product 33,East,Mobile App,Credit Card,373.5,1,0,373.5,Shipped,5.0,1,10,4,2023,112.05
ORD101297,2023-01-09,CUST2057,New,Books,Books Product 26,South,Website,Credit Card,748.23,1,0,748.23,Shipped,5.0,0,1,1,2023,104.75220000000002
ORD101298,2024-08-02,CUST1994,VIP,Electronics,Electronics Product 41,North,Marketplace,Net Banking,24343.94,2,10,43819.09,Returned,2.0,0,8,3,2024,10954.7725
ORD101299,2024-12-03,CUST5387,Returning,Beauty,Beauty Product 3,North,Social Media,Debit Card,1528.6,2,0,3057.2,Processing,3.6,0,12,4,2024,794.872
ORD101300,2023-02-20,CUST1769,Returning,Clothing,Clothing Product 32,East,Social Media,Wallet,1083.41,1,15,920.9,Delivered,5.0,0,2,1,2023,230.225
ORD101301,2024-09-12,CUST3005,At-Risk,Automotive,Automotive Product 18,Central,Social Media,UPI,12358.45,4,5,46962.11,Cancelled,3.6,0,9,3,2024,12679.7697
ORD101302,2024-05-23,CUST7417,New,Home & Kitchen,Home & Kitchen Product 11,Central,Social Media,UPI,12761.61,1,5,12123.53,Shipped,3.6,0,5,2,2024,1333.5883000000001
ORD101303,2023-10-21,CUST5142,New,Automotive,Automotive Product 37,Central,Website,Credit Card,13605.36,2,15,23129.11,Cancelled,3.8,0,10,4,2023,7170.0241000000005
ORD101304,2023-08-24,CUST9660,Returning,Beauty,Beauty Product 49,South,Website,Debit Card,1896.37,2,0,3792.74,Returned,3.1,0,8,3,2023,1175.7494
ORD101305,2024-09-13,CUST3035,At-Risk,Home & Kitchen,Home & Kitchen Product 2,West,Marketplace,Net Banking,6755.21,4,5,25669.8,Shipped,2.6,0,9,3,2024,3337.074
ORD101306,2023-12-27,CUST9671,New,Toys,Toys Product 26,West,Social Media,Wallet,2701.01,2,0,5402.02,Delivered,4.8,0,12,4,2023,1458.5454000000002
ORD101307,2023-08-13,CUST1081,New,Automotive,Automotive Product 43,East,Mobile App,UPI,6861.27,3,0,20583.81,Returned,2.5,0,8,3,2023,5557.628700000001
ORD101308,2024-10-13,CUST5286,New,Automotive,Automotive Product 42,South,Social Media,UPI,7995.32,1,5,7595.55,Processing,4.2,0,10,4,2024,2278.665
ORD101309,2023-07-14,CUST5237,VIP,Home & Kitchen,Home & Kitchen Product 39,West,Mobile App,Net Banking,618.37,3,15,1576.84,Shipped,4.7,0,7,3,2023,204.98919999999998
ORD101310,2024-09-27,CUST3907,New,Home & Kitchen,Home & Kitchen Product 23,North,Website,Debit Card,2382.79,1,0,2382.79,Processing,2.8,0,9,3,2024,691.0091
ORD101311,2023-09-14,CUST9969,VIP,Books,Books Product 10,Central,Website,UPI,621.22,4,5,2360.64,Shipped,3.3,0,9,3,2023,424.91519999999997
ORD101312,2024-11-25,CUST8760,VIP,Books,Books Product 12,West,Marketplace,Debit Card,268.48,2,10,483.26,Shipped,5.0,1,11,4,2024,120.815
ORD101313,2024-11-06,CUST9166,VIP,Electronics,Electronics Product 11,West,Social Media,UPI,41165.44,3,0,123496.32,Shipped,4.4,0,11,4,2024,40753.7856
ORD101314,2024-11-28,CUST5079,Returning,Toys,Toys Product 15,South,Social Media,Credit Card,2858.59,1,0,2858.59,Processing,3.5,0,11,4,2024,886.1629
ORD101315,2023-05-21,CUST9448,VIP,Electronics,Electronics Product 13,North,Marketplace,UPI,16427.91,2,20,26284.66,Shipped,5.0,0,5,2,2023,3679.8524
ORD101316,2024-10-05,CUST4176,Returning,Sports,Sports Product 27,West,Social Media,Debit Card,9817.14,2,10,17670.85,Processing,5.0,1,10,4,2024,4947.838
ORD101317,2023-04-10,CUST7194,New,Toys,Toys Product 39,South,Website,Wallet,1299.91,2,10,2339.84,Shipped,4.2,0,4,2,2023,912.5376000000001
ORD101318,2024-10-04,CUST4075,Returning,Books,Books Product 14,Central,Social Media,Credit Card,170.01,1,10,153.01,Delivered,3.3,0,10,4,2024,22.9515
ORD101319,2024-10-23,CUST9656,VIP,Books,Books Product 8,East,Social Media,Credit Card,512.13,1,0,512.13,Shipped,3.7,0,10,4,2024,184.36679999999998
ORD101320,2023-02-10,CUST2051,New,Books,Books Product 41,West,Mobile App,Debit Card,357.14,1,10,321.43,Cancelled,4.2,0,2,1,2023,99.6433
ORD101321,2023-11-13,CUST7548,New,Clothing,Clothing Product 36,South,Marketplace,Debit Card,1520.87,1,5,1444.83,Processing,3.8,0,11,4,2023,476.7939
ORD101322,2024-03-27,CUST5387,VIP,Home & Kitchen,Home & Kitchen Product 2,East,Marketplace,Debit Card,5971.57,4,5,22691.97,Returned,4.8,1,3,1,2024,4084.5546
ORD101323,2023-02-04,CUST4968,Returning,Automotive,Automotive Product 25,Central,Social Media,Credit Card,40152.88,1,0,40152.88,Cancelled,2.8,0,2,1,2023,7629.0472
ORD101324,2024-08-16,CUST3537,VIP,Automotive,Automotive Product 11,West,Website,Wallet,23627.01,5,0,118135.05,Returned,2.8,0,8,3,2024,43709.9685
ORD101325,2024-01-09,CUST2073,Returning,Beauty,Beauty Product 3,South,Mobile App,Net Banking,2468.46,1,0,2468.46,Processing,4.1,1,1,1,2024,518.3765999999999
ORD101326,2023-05-15,CUST3318,VIP,Automotive,Automotive Product 1,South,Mobile App,Net Banking,8089.79,1,25,6067.34,Returned,3.6,1,5,2,2023,728.0808
ORD101327,2023-04-03,CUST7554,At-Risk,Books,Books Product 32,Central,Website,Net Banking,298.4,3,5,850.44,Shipped,3.5,0,4,2,2023,238.12320000000003
ORD101328,2023-10-30,CUST5835,At-Risk,Toys,Toys Product 41,East,Marketplace,Wallet,656.48,2,5,1247.31,Cancelled,2.6,0,10,4,2023,174.6234
ORD101329,2023-12-01,CUST3799,New,Toys,Toys Product 13,Central,Website,Credit Card,1679.83,1,0,1679.83,Delivered,4.0,0,12,4,2023,571.1422
ORD101330,2024-03-01,CUST9547,At-Risk,Electronics,Electronics Product 2,West,Mobile App,Net Banking,46652.78,2,0,93305.56,Returned,4.0,0,3,1,2024,27058.612399999998
ORD101331,2023-06-29,CUST6038,VIP,Toys,Toys Product 9,East,Marketplace,Net Banking,329.52,2,10,593.14,Shipped,4.5,0,6,2,2023,213.5304
ORD101332,2023-07-25,CUST7678,At-Risk,Beauty,Beauty Product 17,South,Social Media,Net Banking,2003.7,1,5,1903.52,Shipped,4.1,0,7,3,2023,647.1968
ORD101333,2023-05-16,CUST5875,VIP,Toys,Toys Product 12,Central,Mobile App,UPI,2697.33,5,5,12812.32,Processing,3.9,0,5,2,2023,1665.6016
ORD101334,2024-07-06,CUST3598,VIP,Electronics,Electronics Product 25,South,Social Media,Net Banking,35836.11,5,0,179180.55,Delivered,4.9,0,7,3,2024,37627.915499999996
ORD101335,2024-01-10,CUST1339,VIP,Clothing,Clothing Product 42,West,Marketplace,Net Banking,4558.92,2,10,8206.06,Delivered,3.0,0,1,1,2024,2707.9998
ORD101336,2024-06-27,CUST4976,At-Risk,Automotive,Automotive Product 46,West,Mobile App,Debit Card,18252.56,1,0,18252.56,Returned,4.4,1,6,2,2024,4198.0888
ORD101337,2024-05-28,CUST7877,At-Risk,Automotive,Automotive Product 28,Central,Marketplace,Credit Card,7653.73,2,0,15307.46,Processing,2.7,0,5,2,2024,5969.9094
ORD101338,2023-10-07,CUST3138,At-Risk,Electronics,Electronics Product 9,West,Website,Credit Card,70652.72,1,5,67120.08,Processing,3.3,0,10,4,2023,21478.425600000002
ORD101339,2023-06-18,CUST7033,Returning,Books,Books Product 17,North,Website,Credit Card,420.85,1,0,420.85,Processing,3.0,0,6,2,2023,42.08500000000001
ORD101340,2023-09-21,CUST9656,New,Toys,Toys Product 45,East,Social Media,Credit Card,234.66,1,0,234.66,Cancelled,4.6,0,9,3,2023,84.4776
ORD101341,2024-05-08,CUST8059,New,Electronics,Electronics Product 37,North,Marketplace,UPI,13086.01,1,10,11777.41,Delivered,3.9,1,5,2,2024,1531.0633
ORD101342,2023-10-30,CUST4504,New,Toys,Toys Product 29,South,Website,Credit Card,2102.43,3,10,5676.56,Processing,4.0,0,10,4,2023,794.7184000000001
ORD101343,2023-12-13,CUST2705,Returning,Electronics,Electronics Product 24,East,Social Media,Wallet,68951.26,2,15,117217.14,Cancelled,3.1,0,12,4,2023,37509.4848
ORD101344,2023-04-28,CUST6072,VIP,Books,Books Product 16,Central,Social Media,Debit Card,247.55,2,5,470.34,Shipped,3.8,0,4,2,2023,169.3224
ORD101345,2024-04-24,CUST5126,New,Sports,Sports Product 31,South,Marketplace,Wallet,18089.99,1,0,18089.99,Cancelled,3.4,0,4,2,2024,4703.397400000001
ORD101346,2023-03-19,CUST2346,Returning,Automotive,Automotive Product 48,North,Social Media,UPI,26632.74,1,0,26632.74,Processing,4.3,0,3,1,2023,5060.220600000001
ORD101347,2023-05-25,CUST8568,New,Toys,Toys Product 41,West,Social Media,Debit Card,2149.57,1,25,1612.18,Delivered,3.2,0,5,2,2023,338.5578
ORD101348,2023-08-20,CUST1668,Returning,Sports,Sports Product 19,Central,Mobile App,Net Banking,3820.14,5,10,17190.63,Returned,5.0,1,8,3,2023,3438.126
ORD101349,2024-11-23,CUST7392,Returning,Sports,Sports Product 2,West,Marketplace,Wallet,3367.49,1,10,3030.74,Cancelled,2.7,0,11,4,2024,606.148
ORD101350,2024-11-21,CUST5777,Returning,Automotive,Automotive Product 45,West,Website,Debit Card,33071.92,3,0,99215.76,Shipped,3.4,0,11,4,2024,16866.6792
ORD101351,2024-02-11,CUST7387,At-Risk,Home & Kitchen,Home & Kitchen Product 21,North,Mobile App,Net Banking,8578.27,2,5,16298.71,Cancelled,5.0,1,2,1,2024,4563.638800000001
ORD101352,2024-07-24,CUST3566,VIP,Toys,Toys Product 32,West,Website,Credit Card,1946.03,1,0,1946.03,Returned,3.7,0,7,3,2024,720.0311
ORD101353,2024-01-10,CUST6811,New,Sports,Sports Product 45,North,Social Media,Credit Card,17229.81,2,10,31013.66,Shipped,2.9,0,1,1,2024,5892.5954
ORD101354,2023-04-03,CUST7122,Returning,Electronics,Electronics Product 6,East,Social Media,Wallet,11633.12,1,20,9306.5,Processing,4.2,0,4,2,2023,1489.04
ORD101355,2024-02-09,CUST5761,At-Risk,Home & Kitchen,Home & Kitchen Product 42,East,Marketplace,Net Banking,11838.93,4,25,35516.79,Processing,3.6,0,2,1,2024,12430.8765
ORD101356,2023-01-15,CUST1693,Returning,Automotive,Automotive Product 49,Central,Social Media,Net Banking,33195.44,4,5,126142.67,Cancelled,3.3,0,1,1,2023,40365.6544
ORD101357,2023-09-28,CUST4057,New,Automotive,Automotive Product 18,North,Marketplace,Net Banking,46235.07,1,5,43923.32,Returned,3.1,0,9,3,2023,16690.8616
ORD101358,2024-07-03,CUST7607,VIP,Clothing,Clothing Product 20,West,Social Media,Wallet,527.41,1,20,421.93,Shipped,5.0,0,7,3,2024,63.2895
ORD101359,2023-05-07,CUST4753,New,Clothing,Clothing Product 26,South,Social Media,UPI,4228.76,2,10,7611.77,Cancelled,3.8,0,5,2,2023,1065.6478000000002
ORD101360,2024-04-10,CUST7046,At-Risk,Home & Kitchen,Home & Kitchen Product 43,East,Mobile App,Debit Card,7411.05,4,0,29644.2,Shipped,2.5,1,4,2,2024,7707.492
ORD101361,2024-01-13,CUST6569,VIP,Home & Kitchen,Home & Kitchen Product 39,West,Marketplace,Debit Card,14449.56,1,5,13727.08,Returned,5.0,0,1,1,2024,3843.5824000000002
ORD101362,2024-11-19,CUST9904,VIP,Toys,Toys Product 24,Central,Marketplace,UPI,2502.2,2,0,5004.4,Delivered,4.5,0,11,4,2024,1201.0559999999998
ORD101363,2024-11-19,CUST4063,Returning,Toys,Toys Product 27,South,Marketplace,Debit Card,885.42,2,5,1682.3,Returned,3.4,0,11,4,2024,471.04400000000004
ORD101364,2023-09-26,CUST5814,At-Risk,Beauty,Beauty Product 44,North,Mobile App,Debit Card,2169.23,2,5,4121.54,Shipped,3.3,0,9,3,2023,618.231
ORD101365,2024-08-21,CUST4140,Returning,Automotive,Automotive Product 50,North,Mobile App,UPI,25743.43,1,10,23169.09,Processing,4.5,0,8,3,2024,5560.5815999999995
ORD101366,2024-01-26,CUST1381,VIP,Electronics,Electronics Product 32,West,Marketplace,Debit Card,52882.96,2,0,105765.92,Cancelled,3.8,1,1,1,2024,31729.775999999998
ORD101367,2024-10-15,CUST2386,Returning,Home & Kitchen,Home & Kitchen Product 17,South,Social Media,Wallet,4110.62,4,0,16442.48,Returned,2.5,0,10,4,2024,3781.7704
ORD101368,2024-01-16,CUST8697,At-Risk,Automotive,Automotive Product 4,East,Social Media,Debit Card,35130.22,1,5,33373.71,Shipped,5.0,0,1,1,2024,10012.113
ORD101369,2023-04-21,CUST7181,VIP,Books,Books Product 47,North,Website,Wallet,512.2,1,15,435.37,Returned,3.7,0,4,2,2023,104.4888
ORD101370,2024-11-22,CUST6041,Returning,Automotive,Automotive Product 25,West,Mobile App,Debit Card,29371.66,5,10,132172.47,Delivered,5.0,0,11,4,2024,26434.494000000002
ORD101371,2023-08-28,CUST7736,Returning,Clothing,Clothing Product 35,Central,Marketplace,Debit Card,3005.57,1,0,3005.57,Cancelled,5.0,0,8,3,2023,571.0583
ORD101372,2024-04-27,CUST5584,VIP,Sports,Sports Product 32,Central,Mobile App,UPI,16665.77,3,20,39997.85,Delivered,3.2,0,4,2,2024,8799.527
ORD101373,2023-01-26,CUST5761,At-Risk,Beauty,Beauty Product 14,Central,Website,Debit Card,342.57,1,20,274.06,Processing,4.8,0,1,1,2023,30.1466
ORD101374,2024-09-26,CUST9404,New,Home & Kitchen,Home & Kitchen Product 24,South,Website,UPI,733.97,1,0,733.97,Processing,3.5,0,9,3,2024,220.191
ORD101375,2024-07-28,CUST9689,New,Clothing,Clothing Product 42,East,Mobile App,Net Banking,3717.81,4,0,14871.24,Cancelled,2.5,0,7,3,2024,5204.933999999999
ORD101376,2023-12-02,CUST9277,VIP,Clothing,Clothing Product 20,East,Website,Net Banking,1312.18,1,10,1180.96,Shipped,3.7,0,12,4,2023,248.0016
ORD101377,2024-09-16,CUST1368,New,Clothing,Clothing Product 17,West,Social Media,Net Banking,3393.25,2,15,5768.52,Shipped,4.3,0,9,3,2024,634.5372000000001
ORD101378,2023-08-15,CUST4700,Returning,Automotive,Automotive Product 24,East,Marketplace,Debit Card,25372.15,1,25,19029.11,Returned,3.6,1,8,3,2023,7611.644
ORD101379,2024-10-25,CUST2785,New,Beauty,Beauty Product 15,West,Social Media,Net Banking,2086.07,2,20,3337.71,Shipped,3.8,0,10,4,2024,600.7878
ORD101380,2023-03-06,CUST7035,Returning,Clothing,Clothing Product 17,South,Website,Net Banking,1753.57,1,10,1578.21,Shipped,4.9,0,3,1,2023,220.94940000000003
ORD101381,2024-10-12,CUST4955,VIP,Toys,Toys Product 22,Central,Mobile App,UPI,1079.83,1,5,1025.84,Delivered,4.1,0,10,4,2024,215.42639999999997
ORD101382,2024-04-20,CUST9207,New,Home & Kitchen,Home & Kitchen Product 47,Central,Social Media,UPI,11644.63,5,0,58223.15,Returned,3.3,0,4,2,2024,18631.408
ORD101383,2024-12-18,CUST9499,New,Toys,Toys Product 5,Central,Social Media,Net Banking,3685.62,1,0,3685.62,Returned,4.6,0,12,4,2024,700.2678
ORD101384,2023-11-06,CUST3923,At-Risk,Toys,Toys Product 18,West,Website,UPI,3223.3,2,5,6124.27,Processing,4.2,0,11,4,2023,1653.5529000000001
ORD101385,2024-10-26,CUST5512,New,Electronics,Electronics Product 25,North,Website,Credit Card,8881.83,1,10,7993.65,Delivered,2.0,0,10,4,2024,1758.6029999999998
ORD101386,2024-02-23,CUST6432,Returning,Home & Kitchen,Home & Kitchen Product 42,North,Social Media,Debit Card,13247.1,3,10,35767.17,Delivered,4.3,0,2,1,2024,5007.4038
ORD101387,2023-04-30,CUST3199,VIP,Beauty,Beauty Product 28,East,Mobile App,Credit Card,2225.27,1,10,2002.74,Delivered,4.3,0,4,2,2023,400.548
ORD101388,2023-05-24,CUST8629,VIP,Home & Kitchen,Home & Kitchen Product 36,East,Mobile App,Wallet,5946.03,5,0,29730.15,Processing,4.0,1,5,2,2023,9513.648000000001
ORD101389,2023-02-16,CUST2008,New,Home & Kitchen,Home & Kitchen Product 35,East,Marketplace,Wallet,14607.8,1,10,13147.02,Shipped,4.7,0,2,1,2023,3681.1656000000003
ORD101390,2023-02-08,CUST6569,VIP,Home & Kitchen,Home & Kitchen Product 43,West,Mobile App,UPI,13858.92,1,0,13858.92,Shipped,3.5,0,2,1,2023,1940.2488000000003
ORD101391,2023-11-08,CUST1615,At-Risk,Home & Kitchen,Home & Kitchen Product 27,North,Website,Debit Card,1210.32,1,5,1149.8,Returned,4.3,1,11,4,2023,172.47
ORD101392,2024-05-19,CUST5746,New,Electronics,Electronics Product 23,South,Mobile App,Credit Card,20413.47,1,15,17351.45,Delivered,2.7,0,5,2,2024,5031.9205
