title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,url,categoryName,log_reviews,composite,tier,score_band
El Tina Harlem Restaurant,4.6,1441.0,511 W 125th St,New York,New York,US,http://www.elnuevotinarestaurant.com/,(212) 222-1104,Dominican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Tina%20Harlem%20Restaurant&query_place_id=ChIJMRtWS2r2wokRu_wtCMfge6Y,Dominican restaurant,7.273786317844895,33.459,Popular,4.5–5.0
Oceana,4.5,1534.0,120 W 49th St,New York,New York,US,https://www.oceanarestaurant.com/,(212) 759-5941,Seafood restaurant,Bar,Fine dining restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Oceana&query_place_id=ChIJ34SOS_9YwokR7vXpNdS9tZ8,Seafood restaurant,7.336285660021297,33.013,Popular,4.0–4.5
Mangia 57th - Midtown Italian Food & Corporate Catering NYC,4.5,901.0,57 W 57th St,New York,New York,US,https://mangia.nyc/,(212) 582-5882,Lunch restaurant,Bakery,Breakfast restaurant,Cafe,Caterer,Italian restaurant,Juice shop,Salad shop,Sandwich shop,Wine bar,,https://www.google.com/maps/search/?api=1&query=Mangia%2057th%20-%20Midtown%20Italian%20Food%20%26%20Corporate%20Catering%20NYC&query_place_id=ChIJ0YBfw1tYwokRzcCcyVoNgh0,Lunch restaurant,6.804614520062624,30.621,Popular,4.0–4.5
Serafina Broadway 55th (Midtown),4.1,2454.0,210 W 55th St,New York,New York,US,https://www.serafinarestaurant.com/location/serafina-broadway/,(212) 315-1700,Restaurant,Bar,Breakfast restaurant,Cocktail bar,Italian restaurant,Pizza restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Serafina%20Broadway%2055th%20(Midtown)&query_place_id=ChIJ05O-HvhYwokRAglJqeW_Mog,Restaurant,7.805882040228621,32.004,Viral,4.0–4.5
Avenida,4.5,1077.0,1 Pennsylvania Plaza,New York,New York,US,https://avenida-nyc.com/?utm_source=google,(212) 643-1270,Restaurant,Bar,Brunch restaurant,Caterer,Chicken wings restaurant,Latin American restaurant,Mexican restaurant,Sandwich shop,Taco restaurant,Vegetarian restaurant,,https://www.google.com/maps/search/?api=1&query=Avenida&query_place_id=ChIJM8DJ2k1ZwokRcmw3Vm5HuiU,Restaurant,6.982862751468942,31.423,Popular,4.0–4.5
BSTRO 38,4.8,147.0,58 W 38th St,New York,New York,US,http://bstro38.com/,(212) 944-0990,New American restaurant,Bistro,Caterer,Event venue,Mediterranean restaurant,Modern European restaurant,Seafood restaurant,,,,,https://www.google.com/maps/search/?api=1&query=BSTRO%2038&query_place_id=ChIJ_8_VR6pZwokRc3t-zmb-uGY,New American restaurant,4.997212273764115,23.987,Small,4.5–5.0
CanteenM,4.6,70.0,218 W 50th St,New York,New York,US,,(212) 461-3638,American restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CanteenM&query_place_id=ChIJzVQMQlZYwokRiXI_3cFrKz8,American restaurant,4.2626798770413155,19.608,Micro,4.5–5.0
Junior's Restaurant & Bakery,4.4,15448.0,"1515 Broadway, W 45th St",New York,NY,US,https://www.juniorscheesecake.com/blog/restaurants/times-square/,(212) 302-2000,American restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Junior's%20Restaurant%20%26%20Bakery&query_place_id=ChIJv8YTWFRYwokRkTUSNDg04Y4,American restaurant,9.64529955531205,42.439,Viral,4.0–4.5
Frying Pan NYC,4.3,2647.0,"Red Boat In Park, 207 12th Ave",New York,New York,US,https://www.fryingpan.com/,(212) 989-6363,American restaurant,Bar,Brunch restaurant,Event venue,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Frying%20Pan%20NYC&query_place_id=ChIJTWX832NYwokRN6TVfy29Eo4,American restaurant,7.881559917056899,33.891,Viral,4.0–4.5
Cafe Luce - Italian Restaurant & Wine Bar,4.7,1409.0,235 E 53rd St,New York,New York,US,https://www.cafelucenyc.com/,(646) 590-2777,Italian restaurant,Brunch restaurant,Caterer,Delivery service,Gluten-free restaurant,Lunch restaurant,Takeout Restaurant,Pasta shop,Restaurant,Wine bar,,https://www.google.com/maps/search/?api=1&query=Cafe%20Luce%20-%20Italian%20Restaurant%20%26%20Wine%20Bar&query_place_id=ChIJhS3JxrpZwokRJxep_goyABg,Italian restaurant,7.251344983372214,34.081,Popular,4.5–5.0
"Lorenzo’s Restaurant, Bar & Cabaret",4.3,569.0,1100 South Ave,Staten Island,New York,US,http://lorenzosdining.com/,(718) 477-2400 ext. 4,Italian restaurant,Fine dining restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lorenzo%E2%80%99s%20Restaurant%2C%20Bar%20%26%20Cabaret&query_place_id=ChIJX0jg-flMwokRMA1p2EMoXzQ,Italian restaurant,6.345636360828596,27.286,Popular,4.0–4.5
Angelina's Kitchen,4.3,910.0,280 Marsh Ave,Staten Island,New York,US,http://angelinaskitchennyc.com/,(718) 698-2000,Italian restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Angelina's%20Kitchen&query_place_id=ChIJBcy5u4ZLwokRRl0zqhF1xlg,Italian restaurant,6.814542897259958,29.303,Popular,4.0–4.5
Maizal Restaurant,4.6,624.0,990 Bay St,Staten Island,New York,US,http://www.maizalrestaurant.com/,(347) 825-3776,Mexican restaurant,Bar,Cafe,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Maizal%20Restaurant&query_place_id=ChIJ69JJPa5PwokRizsyqlBQcTU,Mexican restaurant,6.437751649736401,29.614,Popular,4.5–5.0
Marina Cafe Restaurant & Tiki Bar,4.3,1684.0,154 Mansion Ave,Staten Island,New York,US,http://www.marinacafesiny.com/,(718) 967-3077,Seafood restaurant,American restaurant,Banquet hall,Caterer,Cocktail bar,Italian restaurant,Restaurant,Tiki bar,,,,https://www.google.com/maps/search/?api=1&query=Marina%20Cafe%20Restaurant%20%26%20Tiki%20Bar&query_place_id=ChIJ0VbzEMxLwokRXwhbOPUmO14,Seafood restaurant,7.429520842786462,31.947,Popular,4.0–4.5
Tommys Tavern + Tap,4.4,1880.0,2655 Richmond Ave,Staten Island,New York,US,https://www.tommystavernandtap.com/staten-island,(718) 489-2201,Restaurant,Bar & grill,Family restaurant,Hamburger restaurant,Pizza restaurant,Sports bar,Steak house,Sushi restaurant,,,,https://www.google.com/maps/search/?api=1&query=Tommys%20Tavern%20%2B%20Tap&query_place_id=ChIJWdknFsRLwokR1jq88T0Mr7U,Restaurant,7.53955882930103,33.174,Popular,4.0–4.5
La Fontana,4.3,395.0,2879 Amboy Rd,Staten Island,New York,US,http://lafontanasiny.com/,(718) 667-4343,Italian restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=La%20Fontana&query_place_id=ChIJkezEJP1LwokRwR78H95n5_0,Italian restaurant,5.981414211254481,25.72,Small,4.0–4.5
Francesco’s Fine Italian Cuisine & Supper Club,4.5,444.0,3555 Victory Blvd,Staten Island,New York,US,https://www.francescossi.com/,(718) 682-1331,Italian restaurant,Pizza restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Francesco%E2%80%99s%20Fine%20Italian%20Cuisine%20%26%20Supper%20Club&query_place_id=ChIJOQOQhItMwokRd0u7JjuGXTQ,Italian restaurant,6.09807428216624,27.441,Small,4.0–4.5
Gino's Pizzeria And Restaurant,4.1,598.0,10-38 Beach 20th St,Far Rockaway,New York,US,https://www.ginospizzeriarestaurantqueens.com/,+1 718-471-6825,Pizza restaurant,Italian restaurant,Meal delivery,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gino's%20Pizzeria%20And%20Restaurant&query_place_id=ChIJjbtPBqpowokRDqYwTTd9VeI,Pizza restaurant,6.395261598115449,26.221,Popular,4.0–4.5
301,3.9,249.0,86-03 Rockaway Beach Blvd,Queens,New York,US,http://www.301rockawaybeach.com/,+1 718-318-7800,Chinese restaurant,Meal delivery,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=301&query_place_id=ChIJy8OX80NowokRk_cqtufv-Yk,Chinese restaurant,5.521460917862246,21.534,Small,3.5–4.0
Lucky Cornaga,3.6,137.0,14-20 Cornaga Ave,Far Rockaway,New York,US,,+1 718-868-3051,Chinese restaurant,Asian restaurant,Meal delivery,Takeout restaurant,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Lucky%20Cornaga&query_place_id=ChIJPRlHjKlowokR53tJEDb3r-w,Chinese restaurant,4.927253685157205,17.738,Small,3.5–4.0
Bento Sushi,2.9,73.0,3-03 30th St,Queens,New York,US,https://www.bentosushi.com/us/,,Sushi restaurant,Takeout restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bento%20Sushi&query_place_id=ChIJJfKv-VxnwokRQkfSr0AuVTo,Sushi restaurant,4.304065093204169,12.482,Micro,<3.0
J&M Pizza,3.4,133.0,2-63 Beach 20th St,Far Rockaway,New York,US,https://www.jmpizza.com/?utm_source=gbp,+1 718-337-5783,Pizza restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=J%26M%20Pizza&query_place_id=ChIJmbSAOjppwokRpP0w4ovBQb8,Pizza restaurant,4.897839799950911,16.653,Small,3.0–3.5
McDonald's,2.9,176.0,"Jfk Airport, JFK Terminal 1, Terminal Dr",Jamaica,New York,US,https://www.mcdonalds.com/us/en-us/location/NY/JAMAICA/JFK-AIRPORT-TERMINAL-1/23573.html?cid=RF:YXT:GMB::Clicks,+1 718-751-2833,Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop,,,,,,https://www.google.com/maps/search/?api=1&query=McDonald's&query_place_id=ChIJJSIM_1NmwokRy3XuxDhMgMI,Fast food restaurant,5.176149732573829,15.011,Small,<3.0
RIPPERS,4.4,901.0,86-01 Shore Front Pkwy,Rockaway Beach,New York,US,http://eatrippers.com/,,Hamburger restaurant,Live music bar,Takeout restaurant,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=RIPPERS&query_place_id=ChIJ91ub_jdowokR-ZC_n_e11gI,Hamburger restaurant,6.804614520062624,29.94,Popular,4.0–4.5
Central Park Boathouse,4.3,5086.0,"EAST 72ND ST +, Center Dr",New York,NY,US,https://centralparkboathouse.com/,(718) 973-9339,American restaurant,Bar,Brunch restaurant,Restaurant,Tourist attraction,,,,,,,https://www.google.com/maps/search/?api=1&query=Central%20Park%20Boathouse&query_place_id=ChIJm17AB5pYwokRWLJ6lEtXKOA,American restaurant,8.534443544822764,36.698,Viral,4.0–4.5
Broadway Lounge,4.2,360.0,1535 Broadway,New York,New York,US,https://www.broadwaylounge.nyc/?scid=feed67b0-9a2f-4de1-8df6-114544116108,(212) 704-8834,Restaurant,Bar,Lounge bar,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Broadway%20Lounge&query_place_id=ChIJcQYXUlRYwokR0hDmOzz_A8c,Restaurant,5.8888779583328805,24.733,Small,4.0–4.5
The LocaL,4.3,527.0,316 Manor Rd,Staten Island,New York,US,https://thelocalsi.com/,(718) 816-6466,Restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20LocaL&query_place_id=ChIJBWZJWDdPwokRIH-REMhSLgE,Restaurant,6.269096283706261,26.957,Popular,4.0–4.5
Lacey's Bridge Tavern,4.6,624.0,75 Innis St,Staten Island,New York,US,http://laceysbridgetavern.com/,(718) 273-7514,Restaurant,Bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lacey's%20Bridge%20Tavern&query_place_id=ChIJ2bEKzcZNwokRrEdZsGygPyA,Restaurant,6.437751649736401,29.614,Popular,4.5–5.0
Richmond Republic,4.2,823.0,4459 Amboy Rd,Staten Island,New York,US,http://www.richmondrepublic.com/,(718) 356-7425,Gastropub,Food and drink,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Richmond%20Republic&query_place_id=ChIJ__-P76xLwokRYr5m-jqhasI,Gastropub,6.714170529909472,28.2,Popular,4.0–4.5
Lilya's Restaurant & Grill Cafe Gourmand,4.6,400.0,548 Lincoln Ave,Staten Island,New York,US,https://gourmandny.com/,(718) 351-7575,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lilya's%20Restaurant%20%26%20Grill%20Cafe%20Gourmand&query_place_id=ChIJK8bBozRJwokRNy88hNFUgFA,Restaurant,5.993961427306569,27.572,Small,4.5–5.0
Jade Island,4.2,944.0,2845 Richmond Ave,Staten Island,New York,US,https://jadeislandsi.com/,(718) 761-8080,Chinese restaurant,Bar,Lounge bar,Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jade%20Island&query_place_id=ChIJb4WRHYNLwokR465vNzRW3OM,Chinese restaurant,6.851184927493743,28.775,Popular,4.0–4.5
American Grill,4.8,234.0,891 Manor Rd,Staten Island,New York,US,https://ggamericangrill.com/?utm_source=google,(718) 494-4717,Diner,Caterer,Cheesesteak restaurant,Coffee shop,Hamburger restaurant,Pancake restaurant,Salad shop,Sandwich shop,,,,https://www.google.com/maps/search/?api=1&query=American%20Grill&query_place_id=ChIJnRID3C9PwokRYFrd3bRQzAk,Diner,5.459585514144159,26.206,Small,4.5–5.0
The Buttery,4.8,216.0,1761 Victory Blvd,Staten Island,New York,US,,,Hamburger restaurant,Halal restaurant,Sandwich shop,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Buttery&query_place_id=ChIJb9LIpQJPwokRtxyqWxCDW10,Hamburger restaurant,5.37989735354046,25.824,Small,4.5–5.0
Road House,4.1,440.0,1400 Clove Rd,Staten Island,New York,US,http://theroadhousesi.com/,(718) 447-0033,Italian restaurant,Bar,Caterer,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Road%20House&query_place_id=ChIJ0_lqqopOwokRffglcNLp948,Italian restaurant,6.089044875446846,24.965,Small,4.0–4.5
Tienda Valentina’s Restaurant Corp.,4.8,43.0,1060 Richmond Rd,Staten Island,New York,US,http://tiendavalentinasrestaurantcorpny.com/,(347) 466-5270,Mexican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tienda%20Valentina%E2%80%99s%20Restaurant%20Corp.&query_place_id=ChIJlXf8VoFPwokR99cp0n19QBg,Mexican restaurant,3.784189633918261,18.164,Micro,4.5–5.0
Salda Mediterranean Turkish Cuisine,4.6,387.0,1734 Victory Blvd,Staten Island,New York,US,https://saldanyc.com/,(718) 866-1793,Mediterranean restaurant,Restaurant,Turkish restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Salda%20Mediterranean%20Turkish%20Cuisine&query_place_id=ChIJGaS1TxFPwokR9tcge9JkTrE,Mediterranean restaurant,5.961005339623274,27.421,Small,4.5–5.0
Pho Mac,4.5,775.0,1407 Richmond Ave,Staten Island,New York,US,https://www.eatphomac.com/,(718) 982-9292,Vietnamese restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pho%20Mac&query_place_id=ChIJE1LdtE9MwokRNHHD9shs56s,Vietnamese restaurant,6.654152520183219,29.944,Popular,4.0–4.5
Staten Island Diner,4.4,799.0,1877 Victory Blvd,Staten Island,New York,US,http://www.statenislanddiner.com/,(718) 273-4515,Diner,American restaurant,Breakfast restaurant,Brunch restaurant,Lunch restaurant,Restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Staten%20Island%20Diner&query_place_id=ChIJE3DPMCpMwokRnezF7pP7MaI,Diner,6.684611727667927,29.412,Popular,4.0–4.5
Lakruwana Restaurant,4.5,1086.0,668 Bay St,Staten Island,New York,US,http://www.lakruwanarestaurant.com/,(347) 857-6619,Sri Lankan restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lakruwana%20Restaurant&query_place_id=ChIJ03HMlbRPwokR4dG6Dhon-A4,Sri Lankan restaurant,6.99117688712121,31.46,Popular,4.0–4.5
La Fortuna Mexican Restaurant,4.8,132.0,2047 Richmond Ter,Staten Island,New York,US,https://lafortunasi.com/,(718) 216-9012,Mexican restaurant,Burrito restaurant,Takeout Restaurant,Restaurant,Salad shop,Seafood restaurant,Taco restaurant,,,,,https://www.google.com/maps/search/?api=1&query=La%20Fortuna%20Mexican%20Restaurant&query_place_id=ChIJ0VgtDqZNwokROxJGMmvxZuY,Mexican restaurant,4.890349128221754,23.474,Small,4.5–5.0
Cafe Bella Vita Italian Restaurant,4.5,597.0,1919 Hylan Blvd,Staten Island,New York,US,http://www.cafebellavita.net/,(718) 667-5656,Italian restaurant,Bar,Cafe,Event venue,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Bella%20Vita%20Italian%20Restaurant&query_place_id=ChIJa0ukg8hOwokRWNCI0Y4Hfg8,Italian restaurant,6.393590753950631,28.771,Popular,4.0–4.5
West Shore Inn Steakhouse,4.4,1290.0,3955 Victory Blvd,Staten Island,New York,US,http://westshoreinn.com/,(718) 698-9722,Steak house,American restaurant,Seafood restaurant,Sports bar,,,,,,,,https://www.google.com/maps/search/?api=1&query=West%20Shore%20Inn%20Steakhouse&query_place_id=ChIJE6FIRJpMwokR7-7l7RQ_j98,Steak house,7.1631723908466425,31.518,Popular,4.0–4.5
Mexican Cantina Restaurant & Bar,4.4,339.0,1736 Victory Blvd,Staten Island,New York,US,http://mexicancantinasi.com/,(718) 524-4322,Mexican restaurant,Bar,Bar & grill,Burrito restaurant,Caterer,Lunch restaurant,Restaurant,Taco restaurant,Tex-Mex restaurant,,,https://www.google.com/maps/search/?api=1&query=Mexican%20Cantina%20Restaurant%20%26%20Bar&query_place_id=ChIJJd7q1t9PwokRwlUZuhqw1o0,Mexican restaurant,5.8289456176102075,25.647,Small,4.0–4.5
Jimmy Max,4.5,1034.0,280 Watchogue Rd,Staten Island,New York,US,http://jimmymax.com/,(718) 983-6715,Pizza restaurant,Bar,Italian restaurant,Delivery Restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jimmy%20Max&query_place_id=ChIJIZU6qzNMwokRKcHUE6OPHBw,Pizza restaurant,6.942156705699469,31.24,Popular,4.0–4.5
Alshaybani Restaurant,4.9,1142.0,7316 3rd Ave,Brooklyn,New York,US,https://alshaybanirestaurant.com/,(347) 909-7061,Yemeni restaurant,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alshaybani%20Restaurant&query_place_id=ChIJzWVQgaBFwokRB-JTyztlnxI,Yemeni restaurant,7.04141166379481,34.503,Popular,4.5–5.0
New Dinette Restaurant,4.7,50.0,187 Port Richmond Ave,Staten Island,New York,US,,(718) 447-6681,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Dinette%20Restaurant&query_place_id=ChIJdbxvEmRNwokRTwq87Ts-thw,Restaurant,3.9318256327243257,18.48,Micro,4.5–5.0
Chris's Restaurant - Polska Restauracja Brooklyn NY,4.6,498.0,1866 86th St,Brooklyn,New York,US,https://chrisrestaurants.com/,(347) 462-3755,Polish restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chris's%20Restaurant%20-%20Polska%20Restauracja%20Brooklyn%20NY&query_place_id=ChIJGd98LwxFwokR9Bd6WPuXCmE,Polish restaurant,6.212606095751519,28.578,Small,4.5–5.0
Delia's Lounge & Restaurant,4.6,439.0,9224 3rd Ave,Brooklyn,New York,US,http://www.deliaslounge.com/,(718) 491-8700,Restaurant,Bar,Lounge bar,Traditional American restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Delia's%20Lounge%20%26%20Restaurant&query_place_id=ChIJKXn61YtPwokRRJcSr6NY1Ag,Restaurant,6.0867747269123065,27.999,Small,4.5–5.0
Cinco de Mayo Restaurant & Bar,4.2,103.0,2110 Clove Rd,Staten Island,New York,US,https://cincodemayorestaurantbarny.com/,(718) 524-4432,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cinco%20de%20Mayo%20Restaurant%20%26%20Bar&query_place_id=ChIJQWsHyVJPwokRkpel13KvA7I,Restaurant,4.6443908991413725,19.506,Small,4.0–4.5
Al Aqsa Restaurant Falafel House,4.9,706.0,1758 Hylan Blvd,Staten Island,New York,US,,(347) 825-2032,Mediterranean restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Al%20Aqsa%20Restaurant%20Falafel%20House&query_place_id=ChIJq44gFGFPwokRdXnTv9Al5a0,Mediterranean restaurant,6.561030665896573,32.149,Popular,4.5–5.0
Nino's Restaurant,4.6,950.0,1110 Hylan Blvd,Staten Island,New York,US,http://www.ninosrestaurant.com/,(718) 448-3838,Italian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nino's%20Restaurant&query_place_id=ChIJFwwL_uJOwokRDxxDb9QXih0,Italian restaurant,6.85751406254539,31.545,Popular,4.5–5.0
Chadwick's,4.6,883.0,8822 3rd Ave,Brooklyn,New York,US,http://www.chadwicksbrooklyn.com/,(718) 833-9855,American restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chadwick's&query_place_id=ChIJ14EA8YpPwokRVLYiltmUulw,American restaurant,6.784457062637643,31.209,Popular,4.5–5.0
Yemenat,4.7,939.0,7721 5th Ave,Brooklyn,New York,US,https://www.yemenat.rest/,(718) 491-5600,Yemeni restaurant,Mediterranean restaurant,Middle Eastern restaurant,Seafood restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Yemenat&query_place_id=ChIJB14pRT9FwokRnMbBprTy7RI,Yemeni restaurant,6.84587987526405,32.176,Popular,4.5–5.0
Mishki Micuy Peruvian restaurant,4.4,81.0,875 Post Ave,Staten Island,New York,US,https://mishkimicuy.com/,(718) 734-2266,Peruvian restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mishki%20Micuy%20Peruvian%20restaurant&query_place_id=ChIJK5twRDRNwokRqMp62DIl8TQ,Peruvian restaurant,4.406719247264253,19.39,Micro,4.0–4.5
Mezcal's,4.4,518.0,20 Bradley Ave,Staten Island,New York,US,http://www.mezcalssi.com/,(718) 494-4547,Mexican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mezcal's&query_place_id=ChIJHbS8iy5MwokRuIKxxZ6lNCA,Mexican restaurant,6.251903883165888,27.508,Popular,4.0–4.5
Polonica Restaurant,4.5,283.0,8303 3rd Ave,Brooklyn,New York,US,https://www.ubereats.com/store/polonica-restaurant-polish-cuisine/-Ndi62HdVeKF73_h6PSc9w?diningMode=DELIVERY,(718) 630-5805,Polish restaurant,Delivery Restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Polonica%20Restaurant&query_place_id=ChIJt-Xyg1dFwokR9jJl1L_u4G8,Polish restaurant,5.648974238161206,25.42,Small,4.0–4.5
East Pacific,4.0,552.0,2655 Richmond Ave,Staten Island,New York,US,http://eastpacificsi.com/,(718) 370-2225,Chinese restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=East%20Pacific&query_place_id=ChIJryiJtIBLwokRwmG-FynYcOM,Chinese restaurant,6.315358001522335,25.261,Popular,3.5–4.0
"The Colonnade Diner, Restaurant & Catering",4.2,1290.0,2001 Hylan Blvd,Staten Island,New York,US,http://colonnadediner.com/,(718) 351-2900,Restaurant,Event venue,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Colonnade%20Diner%2C%20Restaurant%20%26%20Catering&query_place_id=ChIJ5Uh5SshOwokRzDO_GIHhjF8,Restaurant,7.1631723908466425,30.085,Popular,4.0–4.5
Graffitery,4.2,50.0,2456 Richmond Ave,Staten Island,New York,US,,(615) 681-9811,Restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Graffitery&query_place_id=ChIJIfuy8aVNwokRluVxtXJ_nFo,Restaurant,3.9318256327243257,16.514,Micro,4.0–4.5
New Asha Sri Lanka Restaurant,4.7,449.0,322 Victory Blvd,Staten Island,New York,US,,(718) 420-0649,Sri Lankan restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Asha%20Sri%20Lanka%20Restaurant&query_place_id=ChIJ8Sq1_DZOwokRHdzR6piX74Q,Sri Lankan restaurant,6.1092475827643655,28.713,Small,4.5–5.0
Violette's Restaurant - Staten Island,4.2,1006.0,2271 Hylan Blvd,Staten Island,New York,US,http://www.violettesrestaurant.com/,(718) 650-5050,Restaurant,Brunch restaurant,Italian restaurant,Seafood restaurant,Steak house,,,,,,,https://www.google.com/maps/search/?api=1&query=Violette's%20Restaurant%20-%20Staten%20Island&query_place_id=ChIJPzucvrROwokR7y7Tqa-Eul0,Restaurant,6.914730892718563,29.042,Popular,4.0–4.5
Poke Cafe,4.7,43.0,607 Manor Rd,Staten Island,New York,US,https://www.pokecafesi.com/,(917) 985-6088,Japanese restaurant,Burrito restaurant,Coffee shop,Poke bar,,,,,,,,https://www.google.com/maps/search/?api=1&query=Poke%20Cafe&query_place_id=ChIJoaYmDDxPwokRaIDjzyv_XEk,Japanese restaurant,3.784189633918261,17.786,Micro,4.5–5.0
Al Reef Bakery and Restaurant,4.9,314.0,7905 5th Ave,Brooklyn,New York,US,https://alreefbakeryandrestaurant.com/,(718) 928-0000,Halal restaurant,Bakery,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Al%20Reef%20Bakery%20and%20Restaurant&query_place_id=ChIJoxi7k-hFwokRaX_kG2gJ2Hw,Halal restaurant,5.752572638825633,28.188,Small,4.5–5.0
Tequila Restaurant,4.9,68.0,8321 5th Ave,Brooklyn,New York,US,https://tequilarestaurantny.com/,(347) 578-7461,Mexican restaurant,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tequila%20Restaurant&query_place_id=ChIJiVO74zdFwokRC8Sbs3siAVs,Mexican restaurant,4.23410650459726,20.747,Micro,4.5–5.0
Masseria Dei Vini,4.6,993.0,887 9th Ave,New York,New York,US,http://masseriadeivini.com/,(212) 315-2888,Italian restaurant,Wine bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Masseria%20Dei%20Vini&query_place_id=ChIJeVfr_FhYwokRVM1IjwyvQpE,Italian restaurant,6.901737206656574,31.748,Popular,4.5–5.0
Barking Dog Restaurant,4.2,1294.0,1678 3rd Ave,New York,New York,US,http://www.barkingdognyc.com/,(212) 831-1800,American restaurant,Bar,Breakfast restaurant,Brunch restaurant,Oyster bar restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Barking%20Dog%20Restaurant&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU,American restaurant,7.166265974133638,30.098,Popular,4.0–4.5
Redeye Grill,4.3,1838.0,890 7th Ave,New York,New York,US,http://www.redeyegrill.com/,(212) 541-9000,American restaurant,Bar,Seafood restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Redeye%20Grill&query_place_id=ChIJ1_LNnPdYwokR4md6qC18AMU,American restaurant,7.516977224604321,32.323,Popular,4.0–4.5
Gabriel's Bar & Restaurant,4.4,665.0,40 Central Park S,New York,New York,US,http://www.gabrielsbarandrest.com/,(212) 956-4600,Italian restaurant,Bar,Fine dining restaurant,Northern Italian restaurant,Restaurant,Seafood restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Gabriel's%20Bar%20%26%20Restaurant&query_place_id=ChIJpXfNHPZYwokRj-5vnEMIYYU,Italian restaurant,6.501289670540389,28.606,Popular,4.0–4.5
